Release Date,Year,Movie Title, Budget , Domestic Gross , Worldwide Gross ,W2
7/1/2021,2021,The Boss Baby: Family Business,"  $82,000,000 ","  $44,641,675 ","  $47,612,675 ",<WikipediaPage 'The Boss Baby: Family Business'>
11/17/2000,2000,The 6th Day,"  $82,000,000 ","  $34,543,701 ","  $96,024,898 ",<WikipediaPage 'The 6th Day'>
5/23/2003,2003,Bruce Almighty,"  $81,000,000 ","  $242,704,995 ","  $484,468,608 ",<WikipediaPage 'Bruce Almighty'>
3/8/2012,2012,The Hunger Games,"  $80,000,000 ","  $408,010,692 ","  $677,923,379 ",<WikipediaPage 'The Hunger Games'>
5/26/2011,2011,The Hangover Part II,"  $80,000,000 ","  $254,464,305 ","  $586,764,305 ",<WikipediaPage 'The Hangover Part II'>
5/21/1996,1996,Mission: Impossible,"  $80,000,000 ","  $180,981,886 ","  $457,697,994 ",<WikipediaPage 'Mission: Impossible'>
2/2/2017,2017,The Lego Batman Movie,"  $80,000,000 ","  $175,750,384 ","  $310,570,560 ",<WikipediaPage 'The Lego Batman Movie'>
9/23/2015,2015,Hotel Transylvania 2,"  $80,000,000 ","  $169,700,110 ","  $469,500,298 ",<WikipediaPage 'Hotel Transylvania 2'>
6/18/1992,1992,Batman Returns,"  $80,000,000 ","  $162,833,635 ","  $266,824,291 ",<WikipediaPage 'Batman Returns'>
5/24/2019,2019,The Secret Life of Pets 2,"  $80,000,000 ","  $158,874,395 ","  $446,275,086 ",<WikipediaPage 'The Secret Life of Pets 2'>
5/7/1999,1999,The Mummy,"  $80,000,000 ","  $155,385,488 ","  $416,385,488 ",<WikipediaPage 'Mummy'>
5/19/2006,2006,Over the Hedge,"  $80,000,000 ","  $155,019,340 ","  $343,397,247 ",<WikipediaPage 'Over the Hedge (film)'>
6/21/2002,2002,Lilo & Stitch,"  $80,000,000 ","  $145,771,527 ","  $245,800,000 ",<WikipediaPage 'Lilo & Stitch'>
5/8/1998,1998,Deep Impact,"  $80,000,000 ","  $140,464,664 ","  $349,464,664 ",<WikipediaPage 'Deep Impact (film)'>
7/12/2013,2013,Grown Ups 2,"  $80,000,000 ","  $133,668,525 ","  $247,023,808 ",<WikipediaPage 'Grown Ups 2'>
12/14/2011,2011,Alvin and the Chipmunks: Chipwrecked,"  $80,000,000 ","  $133,107,389 ","  $349,088,523 ",<WikipediaPage 'Alvin and the Chipmunks: Chipwrecked'>
6/20/2008,2008,Get Smart,"  $80,000,000 ","  $130,319,208 ","  $226,739,416 ",<WikipediaPage 'Get Smart'>
3/11/2005,2005,Robots,"  $80,000,000 ","  $128,200,012 ","  $260,636,271 ",<WikipediaPage 'Robot'>
2/19/2010,2010,Shutter Island,"  $80,000,000 ","  $128,012,934 ","  $299,461,782 ",<WikipediaPage 'Shutter Island (film)'>
12/12/2003,2003,Something s Gotta Give,"  $80,000,000 ","  $124,685,242 ","  $266,685,242 ",<WikipediaPage 'Something's Gotta Give (film)'>
11/26/2008,2008,Four Christmases,"  $80,000,000 ","  $120,146,040 ","  $168,311,558 ",<WikipediaPage 'Four Christmases'>
6/27/1997,1997,Face/Off,"  $80,000,000 ","  $112,276,146 ","  $241,200,000 ",<WikipediaPage 'Face/Off'>
12/25/2008,2008,Bedtime Stories,"  $80,000,000 ","  $110,101,975 ","  $221,468,935 ",<WikipediaPage 'Bedtime Stories (film)'>
7/12/2002,2002,Road to Perdition,"  $80,000,000 ","  $104,054,514 ","  $183,354,514 ",<WikipediaPage 'Road to Perdition'>
2/11/2011,2011,Just Go With It,"  $80,000,000 ","  $103,028,109 ","  $214,974,953 ",<WikipediaPage 'Just Go with It'>
2/14/2003,2003,Daredevil,"  $80,000,000 ","  $102,543,518 ","  $182,782,518 ",error
9/26/2008,2008,Eagle Eye,"  $80,000,000 ","  $101,440,743 ","  $180,585,259 ",<WikipediaPage 'Eagle Eye'>
6/6/1997,1997,Con Air,"  $80,000,000 ","  $101,117,573 ","  $224,117,573 ",<WikipediaPage 'Con Air'>
12/17/2010,2010,Yogi Bear,"  $80,000,000 ","  $100,246,011 ","  $204,774,690 ",<WikipediaPage 'Yogi Bear'>
